status_id,label,sub_label,fulltext
'823585973510541313,2,0,Great discussion about growing ???? economy this morning with @POTUS. Always fun to see @WhiteHouse filled with @DellTech https://t.co/VLbqcPwZS8
'819587959968002048,0,,Thanks @matteastwood. That makes 16 quarters in a row of gaining share for @Dell. We also grew the fastest in Q4 and for full year.
'578999743877021696,6,3,Last day of challenge with @Benioff for most steps ??Follow along as we get down to the wire?http://t.co/Z1C3jHxxCI #FitbitForAHA
'440513179500560384,1,0,@DellSecureWorks report finds 100+ malware types designed to steal Bitcoins and 40+ other crypto-currencies http://t.co/QcwEI3HXSR
'1034268586754199552,7,0,"Exciting day at #VMworld today! @PGelsinger continues the conversation he started on main stage on next steps for Cloud, Mobile, AI/ML and IoT/Edge: https://t.co/IXbzeF29Z7"
'419542164301815808,0,,Thanks @jtbold and @Shutterfly for being a part of New Beginnings http://t.co/7vy89hIv0p ????
'691954575436300288,1,,"#Stockholm?? engaged students, thriving businesses and more ??a terrific #FutureReady city https://t.co/ZM7pZrVoST"
'431583097100832768,1,,"Same Magid study shows PC/Laptop beats TV, Smartphone and tablet as primary entertainment medium for ages 18-34"
'864543906515517442,1,,"Congratulations @SAP @BillRMcDermott #sapphire @cloudfoundry has become the de-facto standard, it was a no-brainer https://t.co/vUzfABdR8h"
'529784933812670465,1,,@Tiffani_Bova @DellChannel Change or die. We change :)
'578058805545566208,6,3,"Having fun w/@benioff #FitBitForAHA #dellbeatsbenioff2015. 2 days, 2 wins. Clear Eyes, Full Hearts, Can't Lose http://t.co/kCmQZ4uS9z"
'921358134932893697,0,,"Thanks customers for making @DellEMC @DellEMCIsilon @DellEMCECS Clear #1 in Scale Out NAS, unstructured/Object data https://t.co/oLWD7jXBgz https://t.co/QjQY9uo8II"
'1110670740242812928,6,4,@Hodges_AL @DellMatchPlay Great questions from the kids!
'776166511744389120,1,0,Credit to the one and only @BillScannell2! @DellEMC #DellTechnologies #GoBigWinBig https://t.co/aRdGxMbkNn
'825188425737330688,0,,Tremendous progress! Congratulations and Thanks! @ybhighheels @vmwarevsan @DellTech #VxRail https://t.co/1PS4l2LXVV
'612004472189943808,0,,Thank you @DellChannel partners for your commitment!  https://t.co/OOwQo1jiij
'976293491239088128,1,,IT transformation is how companies win in the digital era https://t.co/ejwXAxUmVh
'858130801891979264,1,0,Proud that 2 of 15 are part of @DellTech. These 15 Companies Are Hiring Work-from-Home Employees https://t.co/savh2sKuEW via @WomansDay
'577611153171357696,7,1,.Making it rain: 4 steps to a happy (and successful) salesforce. by @MichaelDell on @LinkedIn https://t.co/to2LQw0Pw5
'794310253873610752,1,0,Love seeing how our tech helps customers like the Boston @RedSox aim for the fences. https://t.co/YHRwMkKf2x
'898162467012038656,7,1,Very grateful for the partnerships and ?? growth we are creating together! @DellChannel @DellEMC @VMware @DellTech  https://t.co/LnkgDzMyL1
'1104059498300432385,9,0,Happy #InternationalWomensDay Proud of our inclusive culture and progress @DellTech and know we will continue to improve! #BalanceforBetter #IWD2019 https://t.co/PRtwGwvpPb
'672993040672272384,1,0,@sm_gautam Looking forward to that for sure! #HookEm @pivotal
'643833439968321536,7,0,#1 it?? really nice in Austin this time of year. Here?? more that?? uniquely #DellWorld and Austin https://t.co/5HYKemBK82 See you soon!
'482601668685488128,0,,Thanks to our customers and congratulations to the entire Dell/EqualLogic team on the results of the 2014 Storage... http://t.co/bB0fNC2zTC
'404271312467554304,0,,Sweet demo of Dell Venue Pro 8 with @plugable https://t.co/tiEq5UnxoL
'839619672978829312,9,1,Proud to be a @CatalystInc CEO Champion for Change https://t.co/Pc38Tw4nZh Happy #IWD2017 #womensday #BeBoldForChange @MARCmovement
'223936943363342336,10,,This is really scary! http://t.co/wMox0maD
'742063191312605184,0,,Very excited about China opportunities! Huge thanks to our great team customers + partners https://t.co/hp5GTfEa50 https://t.co/LtzRnkBQ7f
'896755814677000192,7,0,Enjoyed discussion! @richkarlgaard @DellTech @DellEMC @VMware @pivotal @virtustream @RSAsecurity @SecureWorks @boomi https://t.co/JYLjj7smTI
'373928496009318400,1,,For Deeper Network Security Look Beyond the Obvious http://t.co/iczS1X1lfd
'904381214416568320,4,,Susan &amp; I join @GovAbbott +@MSDF_Foundation to launch https://t.co/J2dzn2Juht - text ??ebuildTX??to 91999 to donate now! ????????? #TexasStrong
'921506025903214592,1,0,@lynnedoughtie @KPMG @KPMG_US @boomi @DellTech Thanks @lynnedoughtie! We appreciate the partnership ????
'233286589734850560,0,,Thanks to our customers for making Dell the #1 supplier of LCD monitors in North America for the past 12 years!! http://t.co/lq79L0RS
'1008042176696102912,0,,@JayBOD3 @DellTech @DellEMCPartners Thanks @JayBOD3! We are very fortunate to have an awesome team @DellTech and @DellEMCPartners
'745297349375729664,9,0,2020 legacy of good plan annual report https://t.co/ISwh47X6je
'441023382776074240,0,,@SCMagazine awards @Dell @DellSecurity #SonicWALL NSA 4600 w/ 5-Star rating #NGFW: http://t.co/u2hCMQZHL1 http://t.co/5vKnGmU30Y
'410206802358173696,7,0,Enjoyed speaking with @CharlieRose about Dell's bold plans for the future. Airing tonight on PBS &amp; tomorrow on Bloomberg TV.
'904010243990007809,4,,Thanks @VentureBeat @KPKELLEHER for highlighting Rebuild Texas ????????? #TexasStrong #HoustonStrong @MSDF_Foundation   https://t.co/8g9DjMyvi2
'587741381918986240,1,,In 2014 we blocked 1.68 trillion IPS attacks and stopped 4.2 billion malware attacks @DellSecurity
'819351636736765952,0,,Very proud and thankful that both IDC and Gartner agree Dell Technologies once again grew the fastest in Q4 AND... https://t.co/Hs4jMzi2xQ
'878361948018143232,1,,@vmwarenews @PGelsinger @Glassdoor Proud to call @PGelsinger my colleague &amp; friend. Congrats!
'319491671232483328,9,0,@Dell MSite MEDITECH Hosting Solution provides better remote access for patients at @kdmedctr #healthIT #EMR http://t.co/yXF7klSSah
'1103664896783323136,0,,The front page of the Wall Street Journal @DellEMCStorage @DellEMC @DellTech https://t.co/8ZvkuXl203. Thanks to our customers we are #1 in Storage and we are also #1 in Servers! @DellEMCServers and have gained share for each of the last nine consecutive quarters. ?????? https://t.co/OdyhZQjhCG
'666810402718662656,0,,@Dell + @EMCcorp Customer Sentiment Analysis: Customers Are Overwhelmingly Positive About This Deal https://t.co/q8z4d9fwQN
'657637111391125504,10,,Congratulations @ClearCreekISD!
'606886614258688000,0,,10 million small businesses trust @Dell to help them thrive and seize new opportunities! http://t.co/IHqJjk7uTH #DellARC
'659022692289417216,7,0,Love our partners! Thank you for being at #DellWorld! https://t.co/gp5JD8Ense
'933851864617144320,9,,Happy Thanksgiving!! https://t.co/eDPvX7MH8D
'647780029863059456,0,,"Simplified networking, merging core and access networks to deliver critical applications. https://t.co/aBybL49vnM"
'1116035768361869312,7,0,"Our @DellTech teams are busy getting ready for @DellTechWorld where we'll be having more great conversations like @dez_blanchfield and @mattwbaker had in this #podcast about cloud. #DellTechWorld
https://t.co/oIKtsTpMw9"
'795690629477048320,0,,We have a winner! Very Well done @sumit_dhawan @spoonen @PGelsinger @dgrant4 @rmatlock @VMware @vmwarehorizon @JClarkeatDell https://t.co/XC0njJxiGR
'633266837287890944,1,0,Proud to be a part of your important mission @RedCross
'746376570542030849,9,1,Good for the #planet and good for business @DellOEM @Inteliot @kmccontrols
'454653236662648832,0,,Proud to see our @AndiCIOatDell and our organization recognized in InformationWeek Elite 100 http://t.co/5QEEGdJlu1
'319483311573594112,1,0,Simplified storage management using @EqualLogic allowed @marshallu to lower total cost of ownership &amp; reduce downtime http://t.co/XDTlNhwqje
'1058914580401926144,1,,"Wheel (3500 BC) + Fire (20K yrs ago) both amazing tech, also created and destroyed jobs. I believe that fire, wheel, AI etc all will net create more jobs and human+machine partnership w/technology is a winner. Note: Countries w/most robots per"
'776483789828612097,1,0,All-Flash @DellEMC #ScaleIO Ready Node: Transforming Your Data Center Just Became Easier https://t.co/8aabUhQRIX https://t.co/ZrB2Iz3fQC
'1105149966861819906,0,,"Many Thanks ?? to our great customers, partners and team... We are #1 and gaining share everywhere! ?????? @DellEMC  @DellTech @VMware https://t.co/LiUJzs3zX1"
'1004546441488896001,0,,"Q1 @DellEMC Infrastructure Solutions grew +25%. This includes all of our Cloud, Servers, Storage, Networking, CI/HCI, Data Protection. Adding thousands of sales professionals globally to expand/grow. If you want to join the #1 in the industry start here https://t.co/oTnM5ln82z"
'597084449377951744,0,,"SCv2000 leverages same core sw features, management tools, integrated data protection in popular SC products https://t.co/l6FAVN48mJ"
'816705364204789761,1,,Good idea. I approve this message https://t.co/nBNRRojp2e
'402571111226830848,1,,@vGuyUK Thanks for being a great partner!
'586668061236662272,0,,Dell SC4020: $25K storage array that will strike fear in the purveyors of $200K+ enterprise storage arrays http://t.co/hPIEPESjpe
'577608704448598017,6,3,Challenge accepted! Facing off w/ @Benioff in #FitbitForAHA step challenge. Support #TeamDell at?https://t.co/R8xsstmr8y
'504708981617885184,2,0,Proud to support our veterans and be one of the top Veteran-Friendly Companies http://t.co/qjovZl5Dgq
'1070790005902270464,7,0,"In-depth look at @DellTech by @VVVijayEconBiz. We are innovating at scale across our family of businesses to help our customers meet opportunity head-on.
https://t.co/63cDmqHc1f"
'1080340918400512002,10,,Don't mess with Texas. Bevo set the tone ????????#HookEm  https://t.co/Hy2dZBpUdC
'660220759973822465,7,1,Hello Manhattan! Dell Experience at the @Microsoft Store at 53rd and 5th. Stop in and see us. https://t.co/PPOqpQpyHK
'1099383811228487680,3,,Many Thanks for all of the birthday wishes! It's great to be 2^30.6663560999 seconds. I've enjoyed every one of them and looking forward to many more.
'596856673542676480,1,,Cyber Attacks Cost Health System $6 Billion. Medical records sell for 20 times price of stolen credit-card numbers http://t.co/hdqMFj7fJz
'290967193515085824,4,0,Susan &amp; I invite you read our thoughts on how #philanthropy can accelerate positive change in the year ahead- http://t.co/4jovmzng #socent
'638822573619318784,1,0,Dell Boomi Milestone: @boomi now approaching 1.5 billion cloud integrations per month - Amazing! http://t.co/YPMx7jrYtQ
'625756088021848064,7,1,.@DellSecureWorks shares #cybersecurity insights http://t.co/62W1dMpWJi
'565931673829654528,9,0,Dell Introduces its Most Comprehensive and Reliable Education Solutions Portfolio Ever http://t.co/EfDpVhbYVy
'391403594034868224,1,,@bvenero You're the best!
'575446689797906432,0,,"#DellXPS13 perfect balance of performance &amp; portability w/out sacrificing ports, battery life, display or price http://t.co/jEuavRA9RY"
'992491066099191809,1,,@Craw Thanks @Craw! ??
'474022884726149120,0,,@DaveReinsel Yes! 8 MHz 8088
'1075434807683833856,1,,@wovchko @Dell Happy to help!
'948638840935170048,4,,"How intensive data tracking, social support and financial aid helps close the college achievement and performance gap for 3,800 students @DellScholars @MSDF_Foundation https://t.co/urvDqcZQDm"
'717347241233506304,0,,.@VMware @EMCcorp @VCE #VxRail @Dell Industry's Best Hyper-converged Infrastructure https://t.co/ewwoU5lWKP https://t.co/HTlwawXnNf
'1019258263060336645,9,1,@DellTech thanks 100+ #WomenEntrepreneurs from 16 countries for joining #DWEN summit in #Toronto! https://t.co/w8EOXW6A0d
'887078545121562624,9,0,"Honored + humbled @DellTech @DellEMC @VMware Women are talking, these companies make them happiest https://t.co/gQ7ExCyv4t via @USATODAY"
'242876206679203840,7,0,@jdutta Everybody talks about the weather but nobody does anything about it :) Had a great visit to Mumbai in any case!
'591084698396307458,0,,Thanks @RahmEmanuel for the warm welcome helping us open our new @Dell Solution Center in Chicago :) http://t.co/iOq4vE6ZpT
'252581259891576832,0,,New @Dell #PowerEdge C8000 series. Let our innovation power yours. http://t.co/7CAElPVZ
'1056269575342321664,6,3,"I waited too, got an Oura Ring and have been super impressed with it @bulletproofexec. Sleep is foundational to optimal health and @ouraring is awesome! https://t.co/6vRLU02fik"
'976292668081807360,2,0,Always proud to salute the brave men and women who serve our country. #THUNDERUP https://t.co/ygZtBmsD1h
'889706936039481344,2,1,80+ businesses agree w/@SpeakerStraus. #bathroombill is NOT in the best interest of Texas. https://t.co/VwEHI5nZFc https://t.co/nhghIQgpX8 https://t.co/kQ2JeOqhW2
'994776371145707521,9,4,Let's celebrate #FosterCareMonth and #MothersDay ... by honoring #FosterCare parents https://t.co/wwxo7UAGzq
'566661389948030976,9,,Fake news is worth three times as much :) Brian Williams unanchored: How he can recover via @FortuneMagazine http://t.co/M5kswEHio1
'639612665493614594,0,,It ain't braggin' if it's true. Dell #XPS 13 is ??est Ultrabook ever.??http://t.co/KjJJWyxVMW http://t.co/5q3skaez71
'320267378015473664,1,0,We Love Our Channel Partners http://t.co/VI8NLYvnCL via @thevarguy https://t.co/YMjAsfUEvs
'226118800293109760,4,,Learn About Dell's $100 Million Innovators Credit Fund From Dell EIR Ingrid Vanderveldt http://t.co/uDeAEuhR
'260900692464660480,0,,"Dell XPS 27: Far and away, the best Windows 8 all-in-one. I agree! http://t.co/PqaB7eP6"
'833013016316755969,7,1,.@Zulfikar_Ramzan Great insights about the inherent opportunity in chaos. Enjoyed being part of #RSAC #RSAC2017 @RSAsecurity @DellTech
'416991279159861248,0,,"Thanks @DellChannel For 3rd year running, @CRN Product of the Year for enterprise servers goes to @DellPowerEdge http://t.co/1CchOJe5YW"
'712110973864120320,10,3,"Remembering Andy Grove, one of the greatest ever. Teacher, Friend, Leader. Told it like it was and made it happen. https://t.co/2bqIYrW9z4"
'845404767379697664,6,4,Happy Friday from #DellMatchPlay ??Thrilled to see so many customers &amp; partners here! https://t.co/EvqeYLMNyP
'451476188054044672,10,,@ahemrajani Thanks! :)
'368196826387595264,0,,The Dell PowerEdge VRTX really is a marvel of engineering http://t.co/jxQy7M3rUB
'226799584247181312,9,,Congratulations Evan Smith and team. It's amazing to be able to have this kind of information about our schools in... http://t.co/xoqX3TUw
'1056312554618740736,1,3,"#IoT is allowing sensors to form everywhere around us in unique ways we can't even see. https://t.co/gR5Rv0T4Pp is a design/engineering marvel. Weighs just 4 grams... combines 2 infrared LEDs, 3 temperature sensors, accelerometer, and gyroscope. All to measure and improve sleep."
'216711897649647618,7,1,@lolaogunnaike I enjoyed my trip to Lagos last week. Would be great to have a #DWEN in Africa!
'898902172494163968,10,,Love will win over hate! https://t.co/GVwiMYSCSg
'421103779333685248,0,,Thanks @shayang and @Zoosk for being a part of New Beginnings! http://t.co/IIg7JejNXP ??
'905651028531355648,0,,"Thanks to all customers, partners, team members who made our 1st year @DellTech so special! I'm very happy grateful https://t.co/X207gR25Jk https://t.co/V4Exg0xiXN"
'781977697622917120,7,0,See why Dell EMC World will be bigger and better than ever: https://t.co/XgNNKtvCZr Join us Oct 18-20 in Austin... https://t.co/9Tt75qstxV
'712613033374130176,1,,EMC tops all-flash array revenue chart. Well done @EMCXtremIO @itzikr @guychurchward @jburton + team https://t.co/Otat0QSJ4d
'713366235065544704,6,4,Another beautiful day at #DellMatchPlay #ATX #PGATOUR https://t.co/2BQzOtBhSN
'717837285878665217,0,,@PowerMan4Evr No need to speculate when we have facts :) Thanks for the good wishes! I hope you enjoy #OpenPOWERSummit
'555565728103792640,0,,Thanks to our customers around the world for now EIGHT quarters in a row of PC Share Gains! http://t.co/IEaMkbZKZO
'226781748149751808,9,1,Healthcare IT can dramatically improve patient outcomes http://t.co/ZpagR7zR
'908057727892705282,6,4,Coming up.... Great concert for better cause @WillieNelson @PaulSimonMusic @LyleLovett @NRateliff @MSDF_Foundation https://t.co/KKR25PjlPV
'712983376345632770,1,,Best Places to Start in IT Transformation ??What CIOs Are Telling Us https://t.co/4TAY7oZNxK https://t.co/vtABC3X7kV
'216715929034293248,7,1,"I had a really great and educational trip last week to a few different cities in Africa:

Lagos, Nigeria 
Durban... http://t.co/yGcGz0ky"
'816827036098363392,10,,Clarity Money https://t.co/dCcSbNui8J
'800876925682126848,7,0,Always great to be with @Trizzp @BillPopp1 in NYC and NJ @DellEMC @DellTech @DellEMCPartners
'613913651116838912,1,,.@KeithKrach1 @ey @DocuSign Well deserved!
'1123593754068127745,7,0,"One of the (many) questions I was asked at #DellTechWorld today was about Dell Technologies Capital. I'll let Scott Darling, president of DTC, tell you more about what they're doing here:
https://t.co/Sc1L1Ilcu5"
'469203479534120962,1,0,Thanks to @ccpsinfo and @aseldow for choosing Dell Chromebooks laptops! We're honored to be part of this http://t.co/COBhL8uTAY
'892791564367306752,1,,Best partners + awesome team made us #1inEVERYTHING. Accept honor only on behalf of amazing team! @Dell @DellTech @DellEMC @VMware @pivotal https://t.co/j3odPG8Fkm
'1054847357190172673,0,,Here's more insight on what it's like to work in our @DellTech family - specifically within our @Pivotal team: https://t.co/vAlmkmiOm9
'904780686917337088,4,,Thanks @georgepbush! We appreciate your contribution to https://t.co/oINNStvZd4 #TexasStrong https://t.co/pK9V8OvsnT
'925582341250064384,1,0,Great to see @Telstra ???? @andy_penn embrace @pivotal @pivotalcf w/4-5K developers #DigitalTransformation @DellTech https://t.co/baF81tqQIu https://t.co/ahZy33F8lC
'1061740168418390022,9,0,"This #VeteransDay, and every day, I'm thankful for those who have served our country. Your contributions to our @DellTech family are also appreciated. We're honored to have #VetsAtDell! https://t.co/Lep7eROzS7"
'787819679498641412,9,0,Proud to invest in the next generation of innovators https://t.co/8aKLgzXcBJ
'954064559567966208,7,0,Nice @CRN story with @MariusHaas about our plans for Storage in 2018. https://t.co/gvgxluJNZx
'1034837287790686208,7,0,Fun times @theCUBE @VMworld @DellTech @VMware @DellEMC @Dell https://t.co/ml6mLQFuoc
'490162239983599616,1,0,Dell is now the world's largest ecommerce business to accept #bitcoin http://t.co/xC41rKTYXi http://t.co/0YqPK7MfVG
'748667154170404865,1,0,@EMCDSSD #DSSD + @DellServers = #FaceMelting and Awesome! https://t.co/mVixiKQLCr
'482195107337076737,7,0,I'm getting ready for #DellWorld 2014. Look forward to seeing you there! http://t.co/qY1pPceoUc
'921111938448412673,1,0,Definitely worth reading the insights from the #1 team on latest cyber threat intelligence @SecureWorks @DellTech  https://t.co/aaOgODeYGS
'978773317783040000,0,,Revenue since inception is now well over $1 trillion
'762669132990996480,7,0,Congratulations @JohnByrneCSO @CookCherylS @MariusHaas and Thanks @CRN + @DellChannel https://t.co/dj6rqpg6Z1
'727645104308142080,7,0,Thanks @matteastwood! Your coverage of #EMCWORLD here has been super! :)
'918241318324883458,9,0,One conversation at a time. Let?? inspire more girls to get involved in STEM. #Dayofthegirl https://t.co/60Vjkgs381
'411967964531798016,4,,@NYCMayorsOffice Big Thanks to Glenn and Amanda Fuhrman for this amazing gift!
'752180865791254532,7,0,Check out the great lineup at @Pivotal's @Spring1Platform. #S1P https://t.co/vpwrL9AekB https://t.co/0FMbQbWHGW
'397928423915417601,1,0,"Record breaking 4 days for @Boomi, #1 Integration Cloud, 50+ million integrations and growing http://t.co/py1hgDzGzJ http://t.co/pHhfZhlQoJ"
'1106248415049060353,7,1,"Always great to be with @jimcramer. Thanks for the opportunity to share our @DellTech story with @MadMoneyOnCNBC viewers.
https://t.co/jnjsAleKYK"
'491693841439674368,1,0,Data-Sec forecasts a 400% revenue increase through partnership with Dell: http://t.co/vzSUMm0Mvv
'520298121201336320,1,,Please read + share important/outstanding message to all @DellChannelNA Partners globally from @MariusHaas https://t.co/h6gHvtDhY2
'305373799149355008,3,,Many Thanks for all the great birthday wishes today! 48 mile birthday bike ride w/Susan is completed! :)
'903363675700039681,1,0,@emilychangtv Thanks @emilychangtv. Great catching up with you. The best is yet to come @DellTech ??
'265511314208718849,0,,"@TWBrit @AlexBream Here is the XPS 27 with Touch, i7 and Windows 8 :) http://t.co/4Vz79yIW"
'1037468879566635014,1,0,"Great story about how @VMware @vmwarensx virtualized networking improved this community college's disaster recovery. @DellTech 
https://t.co/YxKyhCbJPe"
'1131952132775645184,0,,Namaste and Thanks to all of our customers for making @DellTech @DellEMC @Dell #1 in ???? India! And a huge thanks also to all of our team members for their dedication! ?? ?? https://t.co/WDviDjFBvj
'789106490992889856,7,0,My favorite part of #DellEMCWorld so far? Thanking customers for putting their trust in us. https://t.co/QYfTeZvRI1
'571704178860425216,0,,Lose yourself in the @Dell UltraSharp 34 curved monitor. http://t.co/TV1J65mJwB
'864554887027228672,1,0,"Ready for @vmwarehorizon Cloud on Microsoft Azure and @DellEMC on premise, multi cloud @DellTech ??https://t.co/NodA8QkZV7"
'863159335861538817,7,,@jonfortt @DellTech Thanks for the great conversation @jonfortt
'219233605338148864,10,,@matthewlmcclure Spent each one very carefully!
'604426880012320768,9,0,A few weeks ago several APD SWAT team members dressed as Super Heroes &amp; visited @DellChildrens #WhyIWearTheBadge https://t.co/ytFDraItau
'1050506238608306176,1,0,"As we build the most comprehensive portfolio of @DellTech solutions to help our customers face the data economy, @JClarkeatDell explains why bringing our PC and Infrastructure business under one roof was the way to go:
https://t.co/Zr3LhjM9rw"
'608236726453211136,0,,.@Dell is Committed To Serving Our Customers and Partners http://t.co/ppmku2lYtm
'825187320831827971,0,,Super progress! Congratulations and Thanks! @domdelfino @vmwarensx
'529799024669245440,10,,@BryanatDell Stay classy
'1065583561166733313,9,,"To all of our customers, partners and team members #HappyThanksgiving2018. We all have so much to be thankful and grateful for!
https://t.co/QUt9tMZGPo https://t.co/LgDG5K6r0C"
'1058123190050779136,1,0,"All @DellTech @Dell humbled to support @UTAustin??@TACC @NSF funded Frontera: Fastest university supercomputer in ????. Enabling discoveries in all fields of science, helping researchers address pressing challenges in medicine, materials design, natural disasters, climate change https://t.co/vicP2lSJIb"
'920774723847573504,7,1,Another terrific #DellEMCForum in the books. Thanks to our Chicago area customers for investing your valuable time w/ us @DellTech @VMware https://t.co/G48TTFxD10
'908102654227881985,7,1,I'm getting ready for #IQTday with @jburton @DellTech https://t.co/SV3EZeJbx2
'1083822399097835521,0,,"Congratulations @JClarkeatDell @AzorFrank @DarrellWardDell @samburd3 and the rest of our @Dell and @Alienware team on this and 9 other #CES2019 Innovation Awards Honorees. I'm sure many more awards are to come!
https://t.co/qgBmenNIFk"
'949024734745784320,0,,"Thanks to our customers, partners and amazing team for making @DellEMC @DellEMCServers Servers #1 and growing! #1 in Everything All in One Place @DellTech 
https://t.co/bwD2y4IeBq"
'456239290440101889,1,,"On a day-to-day basis, the device that dominates the usage of US business employees is the desktop PC. http://t.co/h6JoIRLmNM"
'832996506978369537,7,1,Had a great time chatting with @NiloofarHowe @RSAConference @RSAsecurity @DellTech
'778345699171794944,7,1,Great few days in Hopkinton and Boston! @MarksDianna @DellEMC @bhendu @J_Catalanotti @sakacc @DellEMC_CI
'615237756583677953,0,,Even hot Texas summers are no problem for our fresh air cooled servers https://t.co/IU3zLbwQ3C
'222822387178147840,1,,Texas wins again! No surprise here. http://t.co/wbOP4I9I
'1123989582389960706,7,0,"Like @eWEEKNews says... ??ell Technologies is looking to give workers the PCs they want to use and the tools to make it easier and faster for IT departments to deploy, manage and secure those systems.??https://t.co/dDnO4jyAol"
'462655368024186880,0,,@thomaspower Good times. June 1987 :) I remember it all very well
'853235155280031745,1,,"What motivates the human spirit transcends generations... Millennial Myth Busters, Rethink HR Strategy https://t.co/LJbbKB2Jl7"
'732037692112830464,10,,Congratulations and Happy Birthday @NIglobal! @austintexasgov
'484776060483940352,0,,Proud to enable 15 million concurrent sessions per second @USCellular for higher 4G LTE capacity w/Dell SonicWALL http://t.co/vX8NCF9gTc
'460941440596471811,1,,"Introduced ~13 years ago, amazingly 27%+ still use Windows XP. http://t.co/G4VrVix00Z Good time to upgrade http://t.co/jLuZKiC1rZ"
'628091294741442560,0,,So Sweet! Dell's CFO has a $3-b Target for his Team in India http://t.co/xKYRV27isD
'428976976259739648,0,,Congratulations Team Dell Boomi!! Once again we are in the clear leadership position for Enterprise Integration... http://t.co/sDOrJ3nbwx
'413872554483273728,1,,Really happy this year to join the list of the largest Private Companies :) http://t.co/JfhTBXVNmz
'927323210525347840,9,0,Thank you @AnitaB_org for recognizing us as one of top companies driving change for #WomeninTech! #LegacyofGood   https://t.co/Au14RtaCuS
'993163278749663233,9,0,"One more reason #Diversity + #Inclusion are business imperative: Unemployment rate in ???? is 3.9%, lowest in 18 years. Consumer + Small Business optimism also at record high levels. Never been a better time to increase full workforce participation by all https://t.co/WxRRDDZpuS"
'714956541967917061,6,4,TY @PGATOUR #ATX Country Club @Dell vols world?? 64 best golfers! Unforgettable @DellMatchPlay Terrific @JDayGolf! https://t.co/7iQobaLhsz
'649591099862970368,1,0,Very proud to power innovative @SDSC_UCSD petascale supercomputer 46K mpu @DellServers http://t.co/unZjBtdDdM http://t.co/t4XnrWaG8R
'355100357266903040,0,,Alienware 18 It doesn't get any more powerful for gamers http://t.co/Q5Z2H3KHt8
'791322093547913217,0,,Built Dell Rugged. Ready for anything. None tougher https://t.co/6ExmL5hEJD
'649976415702519808,1,0,@Dell CIO @walsh_ on how @Microsoft Win10 is improving productivity at Dell: New Ways to Be Productive http://t.co/8BVidwGzoR
'903689944710950912,4,,"Susan and I commit $36 Million to help rebuild Texas - join us and we'll match your donation until midnight, 9/4! https://t.co/N7RyKmr7qH"
'319482068297981952,0,,With @DellNetworking  @Dell?? product showcase at the @aclfestival provided flawless internet connectivity http://t.co/XeMDYGHiAX
'958303387568795650,7,0,Really enjoyed this conversation with @guyraz about the startup of @Dell https://t.co/F3W2itaKbT
'840749172223442944,1,0,Agree! Computing will be distributed. Similar to https://t.co/UQrGmyS5uj @Peter_Levine + @masason @ARMMobile Trillion chips https://t.co/0k73Whz4Rt
'1055221440801165312,4,,Congratulations to my amazing wife ???@SusanDell ???for being recognized for her philanthropic work both recently related to Hurricane Harvey and over the past 20 years with @MSDF_Foundation https://t.co/UoNsFGgIVU
'790308298104840192,1,,Congrats brother! @claritymoney @adamdell https://t.co/9bRAEI4HJk
'352812246004543488,9,0,Fighting cancer with Big Data. Happy 4th!! http://t.co/90jXHz7JWj
'651451911477043200,1,0,Thanks @1and1 for building your cloud with @DellServers https://t.co/soYM0JmIwS
'891091771702337537,1,0,@gregfenves @TACC @Dell @intel Powerful + great looking! @Dell @DellEMC @DellTech All proud to power Stampede 2 @TACC @UTAustin. Fastest supercomputer at a university!
'1078412776316391426,10,,@gweston Thanks @gweston! Much appreciated and means even more coming for you.
'481867727779278849,7,0,@gyates77 @Jeff_A_Marshall @DellEnterprise Yes! Baby Compellent! :)
'778692596633710593,1,0,"@JClarkeatDell Dell is bigger, and ready to rumble in cloud, IoT, security and analytics https://t.co/pAU0VDX4vp"
'828049282716545025,1,,Agree! @sparkycollier https://t.co/NmveEh4J8m https://t.co/nZxnMKxpLc
'466686932538634241,0,,Thank you Senator @MarkWarnerVA!
'418656649360859137,0,,Thanks to @drewhouston and @Dropbox for being a part of New Beginnings http://t.co/IIg7JejNXP
'719693586262917120,1,,Thanks @ScottHendrix8 @512tech! Much appreciated!
'775301747694645248,1,0,Excited about our partnership and future with @Cisco @ChuckRobbins @DellEMC_CI  https://t.co/Vm5kIyNI0d https://t.co/mm0hx3f6rI
'712683415355588608,6,4,Different this week with #DellMatchPlay in town. Great meeting @McIlroyRory. Good luck to all the players. https://t.co/TeT4x4wtJa
'522516615502770176,9,1,Age is no obstacle for this 13-year old entrepreneur. Creating jobs. Changing the world. @UN_DSD http://t.co/TM9UgGQorr
'1131215389550096387,0,,"Like @CliffDePuy says, just another way that @DellEMC @VMware makes protecting data that much easier.
https://t.co/yLNokNq6Tn"
'738567445330300928,1,,Double-digit growth in # of new startups is good news for all. New @FastCompany study on entrepreneurship https://t.co/Lxd1lt0Cuz
'895101692290580480,0,,"@DinkoEror @DellTech @AdrMcDonald @Frank_Slusny @loeweh @vGazza @ArmughanAA @John_A_Clifford @Zastrm @sabine_davies @Alexandra_Kreft @benjaminkrebs1 Always enjoy being with, listening to and learning from our customers and @DinkoEror ??"
'892519141478809601,1,,@andreleibovici @stu @DeepStorageNet @dvellante That was not a hard question! ??????
